"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","experimento","grupo","dataset"
"resumen_metricas.1915","modelo_knn - triangular",0.5675,0.4325,0.70408,0.48624,0.45455,0.6383,2,5,"moviles112"
"resumen_metricas.2913","modelo_knn - epanechnikov",0.5725,0.4275,0.72449,0.47706,0.45455,0.64894,2,5,"moviles112"
"resumen_metricas.3913","modelo_knn - biweight",0.5325,0.4675,0.70408,0.47706,0.40404,0.55319,2,5,"moviles112"
"resumen_metricas.491","modelo_knn - triweight",0.4925,0.5075,0.65306,0.43119,0.37374,0.52128,2,5,"moviles112"
"resumen_metricas.591","modelo_knn - cos",0.57,0.43,0.72449,0.47706,0.45455,0.6383,2,5,"moviles112"
"resumen_metricas.691","modelo_knn - inv",0.6075,0.3925,0.79592,0.43119,0.52525,0.70213,2,5,"moviles112"
"resumen_metricas.791","modelo_knn - gaussian",0.6,0.4,0.77551,0.44954,0.50505,0.69149,2,5,"moviles112"
"resumen_metricas.891","modelo_knn - optimal",0.5825,0.4175,0.73469,0.49541,0.44444,0.67021,2,5,"moviles112"
"resumen_metricas10120","modelo_knn - rectangular",0.61,0.39,0.68539,0.42,0.63208,0.70476,3,1,"moviles112"
"resumen_metricas.11015","modelo_knn - triangular",0.595,0.405,0.67416,0.51,0.50943,0.69524,3,1,"moviles112"
"resumen_metricas.21013","modelo_knn - epanechnikov",0.59,0.41,0.65169,0.51,0.5,0.70476,3,1,"moviles112"
"resumen_metricas.31013","modelo_knn - biweight",0.545,0.455,0.61798,0.5,0.43396,0.6381,3,1,"moviles112"
"resumen_metricas.4101","modelo_knn - triweight",0.535,0.465,0.64045,0.49,0.41509,0.60952,3,1,"moviles112"
"resumen_metricas.5101","modelo_knn - cos",0.5925,0.4075,0.66292,0.51,0.5,0.70476,3,1,"moviles112"
"resumen_metricas.6101","modelo_knn - inv",0.59,0.41,0.66292,0.43,0.54717,0.72381,3,1,"moviles112"
"resumen_metricas.7101","modelo_knn - gaussian",0.5975,0.4025,0.64045,0.46,0.60377,0.68571,3,1,"moviles112"
"resumen_metricas.8101","modelo_knn - optimal",0.585,0.415,0.68539,0.49,0.49057,0.68571,3,1,"moviles112"
"resumen_metricas11128","modelo_knn - rectangular",0.615,0.385,0.72566,0.48958,0.57692,0.65517,3,2,"moviles112"
"resumen_metricas.11118","modelo_knn - triangular",0.6,0.4,0.69912,0.46875,0.56731,0.65517,3,2,"moviles112"
"resumen_metricas.21116","modelo_knn - epanechnikov",0.6025,0.3975,0.69912,0.47917,0.56731,0.65517,3,2,"moviles112"
"resumen_metricas.31116","modelo_knn - biweight",0.56,0.44,0.65487,0.42708,0.51923,0.63218,3,2,"moviles112"
"resumen_metricas.4111","modelo_knn - triweight",0.52,0.48,0.61947,0.375,0.48077,0.5977,3,2,"moviles112"
"resumen_metricas.5111","modelo_knn - cos",0.6,0.4,0.69912,0.46875,0.56731,0.65517,3,2,"moviles112"
"resumen_metricas.6111","modelo_knn - inv",0.62,0.38,0.72566,0.51042,0.57692,0.65517,3,2,"moviles112"
"resumen_metricas.7111","modelo_knn - gaussian",0.6325,0.3675,0.75221,0.5,0.60577,0.65517,3,2,"moviles112"
"resumen_metricas.8111","modelo_knn - optimal",0.5975,0.4025,0.69027,0.47917,0.55769,0.65517,3,2,"moviles112"
"resumen_metricas12120","modelo_knn - rectangular",0.6675,0.3325,0.79381,0.53,0.66667,0.68269,3,3,"moviles112"
"resumen_metricas.11216","modelo_knn - triangular",0.6075,0.3925,0.75258,0.41,0.58586,0.68269,3,3,"moviles112"
"resumen_metricas.21214","modelo_knn - epanechnikov",0.615,0.385,0.76289,0.41,0.59596,0.69231,3,3,"moviles112"
"resumen_metricas.31214","modelo_knn - biweight",0.56,0.44,0.72165,0.36,0.52525,0.63462,3,3,"moviles112"
"resumen_metricas.4121","modelo_knn - triweight",0.53,0.47,0.65979,0.34,0.47475,0.64423,3,3,"moviles112"
"resumen_metricas.5121","modelo_knn - cos",0.6075,0.3925,0.76289,0.4,0.58586,0.68269,3,3,"moviles112"
"resumen_metricas.6121","modelo_knn - inv",0.6625,0.3375,0.80412,0.5,0.64646,0.70192,3,3,"moviles112"
"resumen_metricas.7121","modelo_knn - gaussian",0.6425,0.3575,0.7732,0.43,0.67677,0.69231,3,3,"moviles112"
"resumen_metricas.8121","modelo_knn - optimal",0.6225,0.3775,0.7732,0.41,0.62626,0.68269,3,3,"moviles112"
"resumen_metricas13120","modelo_knn - rectangular",0.59,0.41,0.81915,0.43689,0.4434,0.69072,3,4,"moviles112"
"resumen_metricas.11315","modelo_knn - triangular",0.5975,0.4025,0.7766,0.46602,0.48113,0.69072,3,4,"moviles112"
"resumen_metricas.21313","modelo_knn - epanechnikov",0.6075,0.3925,0.76596,0.48544,0.49057,0.71134,3,4,"moviles112"
"resumen_metricas.31313","modelo_knn - biweight",0.5475,0.4525,0.68085,0.40777,0.48113,0.63918,3,4,"moviles112"
"resumen_metricas.4131","modelo_knn - triweight",0.4925,0.5075,0.6383,0.33981,0.40566,0.60825,3,4,"moviles112"
"resumen_metricas.5131","modelo_knn - cos",0.5975,0.4025,0.7766,0.46602,0.48113,0.69072,3,4,"moviles112"
"resumen_metricas.6131","modelo_knn - inv",0.62,0.38,0.80851,0.51456,0.49057,0.69072,3,4,"moviles112"
"resumen_metricas.7131","modelo_knn - gaussian",0.635,0.365,0.82979,0.51456,0.5,0.72165,3,4,"moviles112"
"resumen_metricas.8131","modelo_knn - optimal",0.615,0.385,0.78723,0.48544,0.5,0.71134,3,4,"moviles112"
"resumen_metricas14120","modelo_knn - rectangular",0.6075,0.3925,0.7757,0.45545,0.48235,0.68224,3,5,"moviles112"
"resumen_metricas.11415","modelo_knn - triangular",0.615,0.385,0.71028,0.46535,0.49412,0.75701,3,5,"moviles112"
"resumen_metricas.21413","modelo_knn - epanechnikov",0.6075,0.3925,0.70093,0.46535,0.48235,0.74766,3,5,"moviles112"
"resumen_metricas.31413","modelo_knn - biweight",0.5725,0.4275,0.6729,0.42574,0.43529,0.71963,3,5,"moviles112"
"resumen_metricas.4141","modelo_knn - triweight",0.55,0.45,0.63551,0.41584,0.41176,0.70093,3,5,"moviles112"
"resumen_metricas.5141","modelo_knn - cos",0.615,0.385,0.71028,0.46535,0.49412,0.75701,3,5,"moviles112"
"resumen_metricas.6141","modelo_knn - inv",0.6325,0.3675,0.82243,0.45545,0.54118,0.68224,3,5,"moviles112"
"resumen_metricas.7141","modelo_knn - gaussian",0.6275,0.3725,0.80374,0.45545,0.48235,0.72897,3,5,"moviles112"
"resumen_metricas.8141","modelo_knn - optimal",0.61,0.39,0.71028,0.46535,0.47059,0.75701,3,5,"moviles112"
"resumen_metricas179","modelo_knn - rectangular",0.66,0.34,0.74783,0.56383,0.57944,0.75,1,1,"moviles121"
"resumen_metricas.1172","modelo_knn - triangular",0.6525,0.3475,0.71304,0.56383,0.59813,0.7381,1,1,"moviles121"
"resumen_metricas.2171","modelo_knn - epanechnikov",0.6575,0.3425,0.72174,0.57447,0.58879,0.75,1,1,"moviles121"
"resumen_metricas.3171","modelo_knn - biweight",0.64,0.36,0.71304,0.52128,0.61682,0.70238,1,1,"moviles121"
"resumen_metricas.417","modelo_knn - triweight",0.625,0.375,0.66957,0.54255,0.59813,0.69048,1,1,"moviles121"
"resumen_metricas.517","modelo_knn - cos",0.65,0.35,0.71304,0.56383,0.59813,0.72619,1,1,"moviles121"
"resumen_metricas.617","modelo_knn - inv",0.6725,0.3275,0.75652,0.57447,0.59813,0.7619,1,1,"moviles121"
"resumen_metricas.717","modelo_knn - gaussian",0.665,0.335,0.74783,0.54255,0.60748,0.7619,1,1,"moviles121"
"resumen_metricas.817","modelo_knn - optimal",0.635,0.365,0.70435,0.54255,0.57009,0.72619,1,1,"moviles121"
"resumen_metricas188","modelo_knn - rectangular",0.6625,0.3375,0.80952,0.5,0.63158,0.73043,1,2,"moviles121"
"resumen_metricas.1182","modelo_knn - triangular",0.6875,0.3125,0.80952,0.5566,0.66316,0.73913,1,2,"moviles121"
"resumen_metricas.2181","modelo_knn - epanechnikov",0.6875,0.3125,0.80952,0.5566,0.66316,0.73913,1,2,"moviles121"
"resumen_metricas.3181","modelo_knn - biweight",0.645,0.355,0.78571,0.5,0.63158,0.68696,1,2,"moviles121"
"resumen_metricas.418","modelo_knn - triweight",0.615,0.385,0.78571,0.4717,0.54737,0.67826,1,2,"moviles121"
"resumen_metricas.518","modelo_knn - cos",0.6875,0.3125,0.80952,0.56604,0.66316,0.73043,1,2,"moviles121"
"resumen_metricas.618","modelo_knn - inv",0.69,0.31,0.88095,0.5566,0.63158,0.72174,1,2,"moviles121"
"resumen_metricas.718","modelo_knn - gaussian",0.6725,0.3275,0.82143,0.54717,0.62105,0.72174,1,2,"moviles121"
"resumen_metricas.818","modelo_knn - optimal",0.68,0.32,0.78571,0.53774,0.66316,0.74783,1,2,"moviles121"
"resumen_metricas2211","modelo_knn - rectangular",0.6425,0.3575,0.79412,0.42991,0.62245,0.74194,1,3,"moviles121"
"resumen_metricas.1222","modelo_knn - triangular",0.64,0.36,0.82353,0.4486,0.56122,0.74194,1,3,"moviles121"
"resumen_metricas.2221","modelo_knn - epanechnikov",0.6425,0.3575,0.81373,0.46729,0.56122,0.74194,1,3,"moviles121"
"resumen_metricas.3221","modelo_knn - biweight",0.6175,0.3825,0.79412,0.46729,0.5102,0.70968,1,3,"moviles121"
"resumen_metricas.422","modelo_knn - triweight",0.605,0.395,0.73529,0.46729,0.53061,0.69892,1,3,"moviles121"
"resumen_metricas.522","modelo_knn - cos",0.6425,0.3575,0.82353,0.45794,0.56122,0.74194,1,3,"moviles121"
"resumen_metricas.622","modelo_knn - inv",0.645,0.355,0.80392,0.42991,0.60204,0.76344,1,3,"moviles121"
"resumen_metricas.722","modelo_knn - gaussian",0.6275,0.3725,0.80392,0.4486,0.55102,0.72043,1,3,"moviles121"
"resumen_metricas.822","modelo_knn - optimal",0.6375,0.3625,0.78431,0.45794,0.57143,0.75269,1,3,"moviles121"
"resumen_metricas3210","modelo_knn - rectangular",0.6925,0.3075,0.79808,0.56,0.72917,0.68,1,4,"moviles121"
"resumen_metricas.1322","modelo_knn - triangular",0.68,0.32,0.77885,0.54,0.6875,0.71,1,4,"moviles121"
"resumen_metricas.2321","modelo_knn - epanechnikov",0.69,0.31,0.77885,0.57,0.69792,0.71,1,4,"moviles121"
"resumen_metricas.3321","modelo_knn - biweight",0.66,0.34,0.76923,0.54,0.60417,0.72,1,4,"moviles121"
"resumen_metricas.432","modelo_knn - triweight",0.6475,0.3525,0.73077,0.54,0.55208,0.76,1,4,"moviles121"
"resumen_metricas.532","modelo_knn - cos",0.685,0.315,0.77885,0.56,0.6875,0.71,1,4,"moviles121"
"resumen_metricas.632","modelo_knn - inv",0.695,0.305,0.78846,0.58,0.73958,0.67,1,4,"moviles121"
"resumen_metricas.732","modelo_knn - gaussian",0.7,0.3,0.79808,0.57,0.72917,0.7,1,4,"moviles121"
"resumen_metricas.832","modelo_knn - optimal",0.685,0.315,0.77885,0.58,0.66667,0.71,1,4,"moviles121"
"resumen_metricas4210","modelo_knn - rectangular",0.705,0.295,0.86316,0.53763,0.67308,0.74074,1,5,"moviles121"
"resumen_metricas.1422","modelo_knn - triangular",0.6775,0.3225,0.81053,0.52688,0.58654,0.77778,1,5,"moviles121"
"resumen_metricas.2421","modelo_knn - epanechnikov",0.6675,0.3325,0.81053,0.51613,0.56731,0.76852,1,5,"moviles121"
"resumen_metricas.3421","modelo_knn - biweight",0.665,0.335,0.8,0.52688,0.57692,0.75,1,5,"moviles121"
"resumen_metricas.442","modelo_knn - triweight",0.6225,0.3775,0.78947,0.48387,0.47115,0.74074,1,5,"moviles121"
"resumen_metricas.542","modelo_knn - cos",0.6725,0.3275,0.81053,0.52688,0.57692,0.76852,1,5,"moviles121"
"resumen_metricas.642","modelo_knn - inv",0.6975,0.3025,0.86316,0.51613,0.64423,0.75926,1,5,"moviles121"
"resumen_metricas.742","modelo_knn - gaussian",0.705,0.295,0.87368,0.55914,0.625,0.75926,1,5,"moviles121"
"resumen_metricas.842","modelo_knn - optimal",0.68,0.32,0.82105,0.56989,0.57692,0.75,1,5,"moviles121"
"resumen_metricas5210","modelo_knn - rectangular",0.6925,0.3075,0.83168,0.50485,0.64762,0.8022,2,1,"moviles121"
"resumen_metricas.1522","modelo_knn - triangular",0.675,0.325,0.77228,0.51456,0.61905,0.81319,2,1,"moviles121"
"resumen_metricas.2521","modelo_knn - epanechnikov",0.67,0.33,0.76238,0.51456,0.60952,0.81319,2,1,"moviles121"
"resumen_metricas.3521","modelo_knn - biweight",0.6525,0.3475,0.76238,0.47573,0.59048,0.8022,2,1,"moviles121"
"resumen_metricas.452","modelo_knn - triweight",0.6175,0.3825,0.74257,0.43689,0.54286,0.76923,2,1,"moviles121"
"resumen_metricas.552","modelo_knn - cos",0.675,0.325,0.77228,0.51456,0.61905,0.81319,2,1,"moviles121"
"resumen_metricas.652","modelo_knn - inv",0.6875,0.3125,0.83168,0.49515,0.64762,0.79121,2,1,"moviles121"
"resumen_metricas.752","modelo_knn - gaussian",0.685,0.315,0.80198,0.49515,0.64762,0.81319,2,1,"moviles121"
"resumen_metricas.852","modelo_knn - optimal",0.6425,0.3575,0.74257,0.49515,0.5619,0.79121,2,1,"moviles121"
"resumen_metricas6210","modelo_knn - rectangular",0.64,0.36,0.73529,0.50575,0.63366,0.66364,2,2,"moviles121"
"resumen_metricas.1622","modelo_knn - triangular",0.635,0.365,0.71569,0.45977,0.58416,0.74545,2,2,"moviles121"
"resumen_metricas.2621","modelo_knn - epanechnikov",0.6425,0.3575,0.72549,0.47126,0.60396,0.73636,2,2,"moviles121"
"resumen_metricas.3621","modelo_knn - biweight",0.6325,0.3675,0.70588,0.51724,0.52475,0.75455,2,2,"moviles121"
"resumen_metricas.462","modelo_knn - triweight",0.6125,0.3875,0.69608,0.56322,0.48515,0.69091,2,2,"moviles121"
"resumen_metricas.562","modelo_knn - cos",0.6375,0.3625,0.71569,0.45977,0.59406,0.74545,2,2,"moviles121"
"resumen_metricas.662","modelo_knn - inv",0.6475,0.3525,0.7451,0.49425,0.63366,0.69091,2,2,"moviles121"
"resumen_metricas.762","modelo_knn - gaussian",0.6425,0.3575,0.72549,0.51724,0.59406,0.70909,2,2,"moviles121"
"resumen_metricas.862","modelo_knn - optimal",0.645,0.355,0.72549,0.48276,0.60396,0.73636,2,2,"moviles121"
"resumen_metricas7210","modelo_knn - rectangular",0.685,0.315,0.79798,0.6,0.64368,0.70192,2,3,"moviles121"
"resumen_metricas.1722","modelo_knn - triangular",0.665,0.335,0.77778,0.56364,0.62069,0.70192,2,3,"moviles121"
"resumen_metricas.2721","modelo_knn - epanechnikov",0.6675,0.3325,0.79798,0.55455,0.6092,0.71154,2,3,"moviles121"
"resumen_metricas.3721","modelo_knn - biweight",0.635,0.365,0.74747,0.54545,0.58621,0.66346,2,3,"moviles121"
"resumen_metricas.472","modelo_knn - triweight",0.6025,0.3975,0.69697,0.51818,0.55172,0.64423,2,3,"moviles121"
"resumen_metricas.572","modelo_knn - cos",0.6725,0.3275,0.78788,0.55455,0.63218,0.72115,2,3,"moviles121"
"resumen_metricas.672","modelo_knn - inv",0.69,0.31,0.80808,0.63636,0.62069,0.69231,2,3,"moviles121"
"resumen_metricas.772","modelo_knn - gaussian",0.695,0.305,0.81818,0.64545,0.62069,0.69231,2,3,"moviles121"
"resumen_metricas.872","modelo_knn - optimal",0.6725,0.3275,0.77778,0.56364,0.64368,0.71154,2,3,"moviles121"
"resumen_metricas8210","modelo_knn - rectangular",0.675,0.325,0.80851,0.46154,0.73684,0.71028,2,4,"moviles121"
"resumen_metricas.1822","modelo_knn - triangular",0.665,0.335,0.80851,0.40385,0.67368,0.78505,2,4,"moviles121"
"resumen_metricas.2821","modelo_knn - epanechnikov",0.6725,0.3275,0.82979,0.41346,0.67368,0.78505,2,4,"moviles121"
"resumen_metricas.3821","modelo_knn - biweight",0.645,0.355,0.80851,0.42308,0.62105,0.73832,2,4,"moviles121"
"resumen_metricas.482","modelo_knn - triweight",0.6175,0.3825,0.7766,0.41346,0.6,0.69159,2,4,"moviles121"
"resumen_metricas.582","modelo_knn - cos",0.6675,0.3325,0.81915,0.40385,0.67368,0.78505,2,4,"moviles121"
"resumen_metricas.682","modelo_knn - inv",0.68,0.32,0.81915,0.47115,0.71579,0.72897,2,4,"moviles121"
"resumen_metricas.782","modelo_knn - gaussian",0.6725,0.3275,0.81915,0.41346,0.71579,0.75701,2,4,"moviles121"
"resumen_metricas.882","modelo_knn - optimal",0.6725,0.3275,0.82979,0.41346,0.67368,0.78505,2,4,"moviles121"
"resumen_metricas9210","modelo_knn - rectangular",0.715,0.285,0.78846,0.66667,0.58036,0.85227,2,5,"moviles121"
"resumen_metricas.1922","modelo_knn - triangular",0.7,0.3,0.78846,0.57292,0.63393,0.81818,2,5,"moviles121"
"resumen_metricas.2921","modelo_knn - epanechnikov",0.705,0.295,0.79808,0.55208,0.65179,0.82955,2,5,"moviles121"
"resumen_metricas.3921","modelo_knn - biweight",0.65,0.35,0.77885,0.52083,0.54464,0.77273,2,5,"moviles121"
"resumen_metricas.492","modelo_knn - triweight",0.625,0.375,0.75,0.47917,0.51786,0.77273,2,5,"moviles121"
"resumen_metricas.592","modelo_knn - cos",0.6975,0.3025,0.78846,0.55208,0.65179,0.80682,2,5,"moviles121"
"resumen_metricas.692","modelo_knn - inv",0.72,0.28,0.81731,0.65625,0.59821,0.82955,2,5,"moviles121"
"resumen_metricas.792","modelo_knn - gaussian",0.725,0.275,0.83654,0.63542,0.625,0.81818,2,5,"moviles121"
"resumen_metricas.892","modelo_knn - optimal",0.6925,0.3075,0.81731,0.52083,0.625,0.81818,2,5,"moviles121"
"resumen_metricas10210","modelo_knn - rectangular",0.6525,0.3475,0.81443,0.53535,0.58242,0.67257,3,1,"moviles121"
"resumen_metricas.11022","modelo_knn - triangular",0.6575,0.3425,0.80412,0.49495,0.61538,0.70796,3,1,"moviles121"
"resumen_metricas.21021","modelo_knn - epanechnikov",0.6575,0.3425,0.79381,0.49495,0.63736,0.69912,3,1,"moviles121"
"resumen_metricas.31021","modelo_knn - biweight",0.6425,0.3575,0.79381,0.43434,0.62637,0.70796,3,1,"moviles121"
"resumen_metricas.4102","modelo_knn - triweight",0.6075,0.3925,0.74227,0.46465,0.54945,0.66372,3,1,"moviles121"
"resumen_metricas.5102","modelo_knn - cos",0.6575,0.3425,0.80412,0.48485,0.62637,0.70796,3,1,"moviles121"
"resumen_metricas.6102","modelo_knn - inv",0.6625,0.3375,0.82474,0.56566,0.59341,0.66372,3,1,"moviles121"
"resumen_metricas.7102","modelo_knn - gaussian",0.665,0.335,0.83505,0.50505,0.6044,0.70796,3,1,"moviles121"
"resumen_metricas.8102","modelo_knn - optimal",0.6625,0.3375,0.80412,0.51515,0.64835,0.68142,3,1,"moviles121"
"resumen_metricas11211","modelo_knn - rectangular",0.6825,0.3175,0.86598,0.49495,0.59434,0.78571,3,2,"moviles121"
"resumen_metricas.11122","modelo_knn - triangular",0.67,0.33,0.82474,0.50505,0.5566,0.80612,3,2,"moviles121"
"resumen_metricas.21121","modelo_knn - epanechnikov",0.675,0.325,0.83505,0.53535,0.54717,0.79592,3,2,"moviles121"
"resumen_metricas.31121","modelo_knn - biweight",0.645,0.355,0.7732,0.48485,0.56604,0.76531,3,2,"moviles121"
"resumen_metricas.4112","modelo_knn - triweight",0.6125,0.3875,0.76289,0.46465,0.5,0.73469,3,2,"moviles121"
"resumen_metricas.5112","modelo_knn - cos",0.6725,0.3275,0.83505,0.50505,0.5566,0.80612,3,2,"moviles121"
"resumen_metricas.6112","modelo_knn - inv",0.6825,0.3175,0.86598,0.49495,0.58491,0.79592,3,2,"moviles121"
"resumen_metricas.7112","modelo_knn - gaussian",0.705,0.295,0.85567,0.54545,0.60377,0.82653,3,2,"moviles121"
"resumen_metricas.8112","modelo_knn - optimal",0.6675,0.3325,0.79381,0.52525,0.57547,0.78571,3,2,"moviles121"
"resumen_metricas12210","modelo_knn - rectangular",0.6825,0.3175,0.78889,0.54737,0.70476,0.69091,3,3,"moviles121"
"resumen_metricas.11222","modelo_knn - triangular",0.7,0.3,0.81111,0.65263,0.6381,0.70909,3,3,"moviles121"
"resumen_metricas.21221","modelo_knn - epanechnikov",0.6975,0.3025,0.81111,0.62105,0.6381,0.72727,3,3,"moviles121"
"resumen_metricas.31221","modelo_knn - biweight",0.6675,0.3325,0.8,0.55789,0.58095,0.73636,3,3,"moviles121"
"resumen_metricas.4122","modelo_knn - triweight",0.6275,0.3725,0.73333,0.54737,0.53333,0.7,3,3,"moviles121"
"resumen_metricas.5122","modelo_knn - cos",0.7025,0.2975,0.81111,0.64211,0.6381,0.72727,3,3,"moviles121"
"resumen_metricas.6122","modelo_knn - inv",0.68,0.32,0.78889,0.54737,0.68571,0.7,3,3,"moviles121"
"resumen_metricas.7122","modelo_knn - gaussian",0.68,0.32,0.76667,0.56842,0.67619,0.70909,3,3,"moviles121"
"resumen_metricas.8122","modelo_knn - optimal",0.7,0.3,0.77778,0.64211,0.65714,0.72727,3,3,"moviles121"
"resumen_metricas13210","modelo_knn - rectangular",0.6625,0.3375,0.81308,0.45217,0.61165,0.84,3,4,"moviles121"
"resumen_metricas.11322","modelo_knn - triangular",0.67,0.33,0.80374,0.46957,0.62136,0.85333,3,4,"moviles121"
"resumen_metricas.21321","modelo_knn - epanechnikov",0.675,0.325,0.81308,0.46087,0.64078,0.85333,3,4,"moviles121"
"resumen_metricas.31321","modelo_knn - biweight",0.65,0.35,0.73832,0.52174,0.57282,0.82667,3,4,"moviles121"
"resumen_metricas.4132","modelo_knn - triweight",0.635,0.365,0.74766,0.52174,0.53398,0.78667,3,4,"moviles121"
"resumen_metricas.5132","modelo_knn - cos",0.675,0.325,0.80374,0.47826,0.63107,0.85333,3,4,"moviles121"
"resumen_metricas.6132","modelo_knn - inv",0.665,0.335,0.81308,0.44348,0.63107,0.84,3,4,"moviles121"
"resumen_metricas.7132","modelo_knn - gaussian",0.6875,0.3125,0.84112,0.46957,0.66019,0.84,3,4,"moviles121"
"resumen_metricas.8132","modelo_knn - optimal",0.6775,0.3225,0.82243,0.45217,0.63107,0.88,3,4,"moviles121"
"resumen_metricas14210","modelo_knn - rectangular",0.675,0.325,0.78899,0.53261,0.72632,0.63462,3,5,"moviles121"
"resumen_metricas.11422","modelo_knn - triangular",0.6625,0.3375,0.78899,0.46739,0.69474,0.67308,3,5,"moviles121"
"resumen_metricas.21421","modelo_knn - epanechnikov",0.6725,0.3275,0.79817,0.48913,0.70526,0.67308,3,5,"moviles121"
"resumen_metricas.31421","modelo_knn - biweight",0.635,0.365,0.76147,0.51087,0.58947,0.65385,3,5,"moviles121"
"resumen_metricas.4142","modelo_knn - triweight",0.62,0.38,0.7156,0.51087,0.56842,0.66346,3,5,"moviles121"
"resumen_metricas.5142","modelo_knn - cos",0.66,0.34,0.78899,0.45652,0.69474,0.67308,3,5,"moviles121"
"resumen_metricas.6142","modelo_knn - inv",0.685,0.315,0.80734,0.53261,0.73684,0.64423,3,5,"moviles121"
"resumen_metricas.7142","modelo_knn - gaussian",0.6875,0.3125,0.85321,0.48913,0.70526,0.67308,3,5,"moviles121"
"resumen_metricas.8142","modelo_knn - optimal",0.66,0.34,0.81651,0.46739,0.64211,0.68269,3,5,"moviles121"
"resumen_metricas198","modelo_knn - rectangular",0.5975,0.4025,0.74,0.42268,0.51961,0.70297,1,1,"moviles122"
"resumen_metricas.1192","modelo_knn - triangular",0.575,0.425,0.75,0.41237,0.45098,0.68317,1,1,"moviles122"
"resumen_metricas.2191","modelo_knn - epanechnikov",0.58,0.42,0.76,0.42268,0.45098,0.68317,1,1,"moviles122"
"resumen_metricas.3191","modelo_knn - biweight",0.5175,0.4825,0.68,0.38144,0.37255,0.63366,1,1,"moviles122"
"resumen_metricas.419","modelo_knn - triweight",0.525,0.475,0.67,0.37113,0.43137,0.62376,1,1,"moviles122"
"resumen_metricas.519","modelo_knn - cos",0.5775,0.4225,0.75,0.42268,0.45098,0.68317,1,1,"moviles122"
"resumen_metricas.619","modelo_knn - inv",0.6,0.4,0.75,0.45361,0.4902,0.70297,1,1,"moviles122"
"resumen_metricas.719","modelo_knn - gaussian",0.595,0.405,0.78,0.41237,0.5,0.68317,1,1,"moviles122"
