"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas276","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.98969,0.97143,0.96774,0.9703,"detalle_1",1,1,"moviles211"
"resumen_metricas1186","modelo_reg_log_lasso - No_kernel",0.9798,0.0202,0.98947,0.96078,0.96907,1,"detalle_1",1,2,"moviles211"
"resumen_metricas286","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,1,0.96552,0.9596,0.97115,"detalle_1",1,3,"moviles211"
"resumen_metricas366","modelo_reg_log_lasso - No_kernel",0.98232,0.01768,0.97196,0.9902,0.97872,0.98925,"detalle_1",1,4,"moviles211"
"resumen_metricas466","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,1,0.92929,0.97345,0.98925,"detalle_1",1,5,"moviles211"
"resumen_metricas566","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.99029,0.96907,0.95789,0.9802,"detalle_1",2,1,"moviles211"
"resumen_metricas666","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.97872,0.94059,0.9717,0.97895,"detalle_1",2,2,"moviles211"
"resumen_metricas766","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,1,0.94681,0.96226,0.97802,"detalle_1",2,3,"moviles211"
"resumen_metricas866","modelo_reg_log_lasso - No_kernel",0.98485,0.01515,1,0.9901,0.96629,0.98077,"detalle_1",2,4,"moviles211"
"resumen_metricas966","modelo_reg_log_lasso - No_kernel",0.98232,0.01768,0.98913,0.98039,0.97,0.9902,"detalle_1",2,5,"moviles211"
"resumen_metricas1066","modelo_reg_log_lasso - No_kernel",0.98485,0.01515,1,1,0.9505,0.9881,"detalle_1",3,1,"moviles211"
"resumen_metricas1196","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,0.99074,0.9375,0.96907,0.98947,"detalle_1",3,2,"moviles211"
"resumen_metricas1266","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,0.98113,1,0.93636,0.97849,"detalle_1",3,3,"moviles211"
"resumen_metricas1366","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.99,0.92708,0.97727,1,"detalle_1",3,4,"moviles211"
"resumen_metricas1466","modelo_reg_log_lasso - No_kernel",0.95707,0.04293,0.98913,0.92632,0.94,0.97248,"detalle_1",3,5,"moviles211"
"resumen_metricas296","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.97059,0.9619,0.95918,0.97802,"detalle_1",1,1,"moviles212"
"resumen_metricas1206","modelo_reg_log_lasso - No_kernel",0.98232,0.01768,0.97895,0.98058,0.98889,0.98148,"detalle_1",1,2,"moviles212"
"resumen_metricas2106","modelo_reg_log_lasso - No_kernel",0.9899,0.0101,1,0.96907,0.99057,1,"detalle_1",1,3,"moviles212"
"resumen_metricas376","modelo_reg_log_lasso - No_kernel",0.93434,0.06566,0.95604,0.92929,0.88571,0.9703,"detalle_1",1,4,"moviles212"
"resumen_metricas476","modelo_reg_log_lasso - No_kernel",0.95455,0.04545,0.99029,0.93407,0.92784,0.9619,"detalle_1",1,5,"moviles212"
"resumen_metricas576","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,1,0.94186,0.98936,0.94783,"detalle_1",2,1,"moviles212"
"resumen_metricas676","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.98936,0.9697,0.95495,0.98913,"detalle_1",2,2,"moviles212"
"resumen_metricas776","modelo_reg_log_lasso - No_kernel",0.96212,0.03788,0.98947,0.95146,0.9375,0.97059,"detalle_1",2,3,"moviles212"
"resumen_metricas876","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,0.97222,0.95833,0.97917,0.97917,"detalle_1",2,4,"moviles212"
"resumen_metricas976","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,1,0.95495,0.92929,0.98864,"detalle_1",2,5,"moviles212"
"resumen_metricas1076","modelo_reg_log_lasso - No_kernel",0.96465,0.03535,0.9899,0.95455,0.92473,0.98936,"detalle_1",3,1,"moviles212"
"resumen_metricas11106","modelo_reg_log_lasso - No_kernel",0.98232,0.01768,0.98182,0.98837,0.97,0.99,"detalle_1",3,2,"moviles212"
"resumen_metricas1276","modelo_reg_log_lasso - No_kernel",0.9798,0.0202,1,0.9619,0.96875,0.98947,"detalle_1",3,3,"moviles212"
"resumen_metricas1376","modelo_reg_log_lasso - No_kernel",0.96465,0.03535,0.97895,0.93878,0.96296,0.97895,"detalle_1",3,4,"moviles212"
"resumen_metricas1476","modelo_reg_log_lasso - No_kernel",0.96465,0.03535,0.98913,0.9375,0.9899,0.94495,"detalle_1",3,5,"moviles212"
"resumen_metricas306","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.99107,0.91919,0.96739,0.98925,"detalle_1",1,1,"moviles221"
"resumen_metricas1286","modelo_reg_log_lasso - No_kernel",0.97727,0.02273,1,0.98214,0.94845,0.98,"detalle_1",1,2,"moviles221"
"resumen_metricas2119","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,1,0.96,0.9633,0.97895,"detalle_1",1,3,"moviles221"
"resumen_metricas386","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,1,0.96471,0.9537,0.96078,"detalle_1",1,4,"moviles221"
"resumen_metricas486","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.97115,0.9798,0.94444,1,"detalle_1",1,5,"moviles221"
"resumen_metricas586","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,0.97,0.95098,0.96907,0.98969,"detalle_1",2,1,"moviles221"
"resumen_metricas686","modelo_reg_log_lasso - No_kernel",0.97727,0.02273,0.98947,0.96875,0.97059,0.98058,"detalle_1",2,2,"moviles221"
"resumen_metricas786","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.98936,0.94444,0.9703,0.96774,"detalle_1",2,3,"moviles221"
"resumen_metricas886","modelo_reg_log_lasso - No_kernel",0.98232,0.01768,1,0.96552,0.97143,0.99,"detalle_1",2,4,"moviles221"
"resumen_metricas986","modelo_reg_log_lasso - No_kernel",0.96212,0.03788,0.98058,0.97059,0.91209,0.98,"detalle_1",2,5,"moviles221"
"resumen_metricas1086","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.9798,0.93137,0.96739,0.99029,"detalle_1",3,1,"moviles221"
"resumen_metricas11119","modelo_reg_log_lasso - No_kernel",0.98485,0.01515,1,1,0.95283,0.98969,"detalle_1",3,2,"moviles221"
"resumen_metricas1296","modelo_reg_log_lasso - No_kernel",0.97727,0.02273,1,0.95789,0.96,0.99074,"detalle_1",3,3,"moviles221"
"resumen_metricas1386","modelo_reg_log_lasso - No_kernel",0.98232,0.01768,0.99083,0.99029,0.96809,0.97778,"detalle_1",3,4,"moviles221"
"resumen_metricas1486","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.98077,0.95699,0.95192,0.97895,"detalle_1",3,5,"moviles221"
"resumen_metricas396","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,1,0.93137,0.97647,0.9798,"detalle_1",1,1,"moviles222"
"resumen_metricas1306","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.98969,0.94059,0.98936,0.98077,"detalle_1",1,2,"moviles222"
"resumen_metricas2126","modelo_reg_log_lasso - No_kernel",0.94697,0.05303,0.95192,0.92473,0.95495,0.95455,"detalle_1",1,3,"moviles222"
"resumen_metricas3106","modelo_reg_log_lasso - No_kernel",0.98737,0.01263,0.98913,0.98058,0.9902,0.9899,"detalle_1",1,4,"moviles222"
"resumen_metricas496","modelo_reg_log_lasso - No_kernel",0.95707,0.04293,0.97849,0.96875,0.91346,0.97087,"detalle_1",1,5,"moviles222"
"resumen_metricas596","modelo_reg_log_lasso - No_kernel",0.98485,0.01515,1,0.97468,0.96939,0.99074,"detalle_1",2,1,"moviles222"
"resumen_metricas696","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,0.96907,0.9619,0.95745,1,"detalle_1",2,2,"moviles222"
"resumen_metricas796","modelo_reg_log_lasso - No_kernel",0.97727,0.02273,0.99,0.99083,0.95918,0.96629,"detalle_1",2,3,"moviles222"
"resumen_metricas896","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,0.98851,0.97087,0.96154,0.97059,"detalle_1",2,4,"moviles222"
"resumen_metricas996","modelo_reg_log_lasso - No_kernel",0.95455,0.04545,0.9901,0.88889,0.95098,0.98936,"detalle_1",2,5,"moviles222"
"resumen_metricas1096","modelo_reg_log_lasso - No_kernel",0.95707,0.04293,1,0.94017,0.92045,0.97087,"detalle_1",3,1,"moviles222"
"resumen_metricas11126","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.97895,0.9596,0.95327,0.97895,"detalle_1",3,2,"moviles222"
"resumen_metricas12106","modelo_reg_log_lasso - No_kernel",0.97727,0.02273,0.9703,1,0.97826,0.96364,"detalle_1",3,3,"moviles222"
"resumen_metricas1396","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.99115,0.95918,0.94286,0.975,"detalle_1",3,4,"moviles222"
"resumen_metricas1496","modelo_reg_log_lasso - No_kernel",0.95455,0.04545,1,0.92045,0.91346,0.98095,"detalle_1",3,5,"moviles222"
"resumen_metricas406","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,0.98,0.95789,0.95833,0.98095,"detalle_1",1,1,"moviles231"
"resumen_metricas1406","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,0.97959,0.97778,0.9505,0.97196,"detalle_1",1,2,"moviles231"
"resumen_metricas2136","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,1,0.96078,0.93814,0.9798,"detalle_1",1,3,"moviles231"
"resumen_metricas3118","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.9646,0.95833,0.9537,1,"detalle_1",1,4,"moviles231"
"resumen_metricas4106","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,1,0.95536,0.95745,0.99029,"detalle_1",1,5,"moviles231"
"resumen_metricas5106","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,0.98936,0.97,0.93204,0.9899,"detalle_1",2,1,"moviles231"
"resumen_metricas6106","modelo_reg_log_lasso - No_kernel",0.9798,0.0202,1,0.95146,0.97872,0.9898,"detalle_1",2,2,"moviles231"
"resumen_metricas7106","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.96703,0.96226,1,0.96703,"detalle_1",2,3,"moviles231"
"resumen_metricas8106","modelo_reg_log_lasso - No_kernel",0.97727,0.02273,1,0.94737,0.95876,1,"detalle_1",2,4,"moviles231"
"resumen_metricas9106","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,0.99029,0.96703,0.95745,0.97222,"detalle_1",2,5,"moviles231"
"resumen_metricas10106","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.97872,0.9717,0.97938,0.9697,"detalle_1",3,1,"moviles231"
"resumen_metricas11136","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,0.9802,0.97674,0.95495,0.97959,"detalle_1",3,2,"moviles231"
"resumen_metricas12118","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,0.97895,0.93069,0.98969,0.99029,"detalle_1",3,3,"moviles231"
"resumen_metricas13106","modelo_reg_log_lasso - No_kernel",0.98232,0.01768,0.98182,1,0.94444,1,"detalle_1",3,4,"moviles231"
"resumen_metricas14106","modelo_reg_log_lasso - No_kernel",0.96465,0.03535,0.98958,0.95,0.9505,0.9697,"detalle_1",3,5,"moviles231"
"resumen_metricas506","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.98131,0.96667,0.9902,0.95876,"detalle_1",1,1,"moviles232"
"resumen_metricas1506","modelo_reg_log_lasso - No_kernel",0.97222,0.02778,0.96939,0.98039,0.95098,0.98936,"detalle_1",1,2,"moviles232"
"resumen_metricas2146","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.95455,0.97436,0.94898,0.98925,"detalle_1",1,3,"moviles232"
"resumen_metricas3126","modelo_reg_log_lasso - No_kernel",0.95202,0.04798,0.98131,0.87778,0.94737,0.99038,"detalle_1",1,4,"moviles232"
"resumen_metricas4117","modelo_reg_log_lasso - No_kernel",0.96717,0.03283,0.97917,0.95833,0.9596,0.97143,"detalle_1",1,5,"moviles232"
"resumen_metricas5117","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,0.98095,0.95294,0.94393,1,"detalle_1",2,1,"moviles232"
"resumen_metricas6117","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,0.97,0.96522,0.94318,1,"detalle_1",2,2,"moviles232"
"resumen_metricas7117","modelo_reg_log_lasso - No_kernel",0.97475,0.02525,0.98,0.97115,0.9703,0.97802,"detalle_1",2,3,"moviles232"
"resumen_metricas8117","modelo_reg_log_lasso - No_kernel",0.96212,0.03788,1,0.92391,0.96842,0.95146,"detalle_1",2,4,"moviles232"
"resumen_metricas9117","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,0.98824,0.94949,0.97143,0.97196,"detalle_1",2,5,"moviles232"
"resumen_metricas10117","modelo_reg_log_lasso - No_kernel",0.9697,0.0303,0.97248,0.98901,0.93878,0.97959,"detalle_1",3,1,"moviles232"
"resumen_metricas11146","modelo_reg_log_lasso - No_kernel",0.98232,0.01768,1,0.97115,0.97872,0.98,"detalle_1",3,2,"moviles232"
"resumen_metricas12126","modelo_reg_log_lasso - No_kernel",0.9798,0.0202,0.98969,0.95146,0.97938,1,"detalle_1",3,3,"moviles232"
"resumen_metricas13117","modelo_reg_log_lasso - No_kernel",0.96212,0.03788,0.96,0.95789,0.96842,0.96226,"detalle_1",3,4,"moviles232"
"resumen_metricas14117","modelo_reg_log_lasso - No_kernel",0.95455,0.04545,0.98913,0.92157,0.94643,0.96667,"detalle_1",3,5,"moviles232"
"resumen_metricas168","modelo_reg_log_ridge - No_kernel",0.87,0.13,0.97778,0.76,0.76147,1,"detalle_1",1,1,"moviles111"
"resumen_metricas169","modelo_reg_log_ridge - No_kernel",0.885,0.115,0.98095,0.81818,0.72,1,"detalle_1",1,2,"moviles111"
"resumen_metricas229","modelo_reg_log_ridge - No_kernel",0.83,0.17,0.98824,0.65289,0.79121,0.94175,"detalle_1",1,3,"moviles111"
"resumen_metricas328","modelo_reg_log_ridge - No_kernel",0.845,0.155,0.98182,0.74157,0.67619,0.96875,"detalle_1",1,4,"moviles111"
"resumen_metricas428","modelo_reg_log_ridge - No_kernel",0.8675,0.1325,0.97273,0.71569,0.78947,0.98925,"detalle_1",1,5,"moviles111"
"resumen_metricas528","modelo_reg_log_ridge - No_kernel",0.8425,0.1575,1,0.70435,0.74,0.97115,"detalle_1",2,1,"moviles111"
"resumen_metricas628","modelo_reg_log_ridge - No_kernel",0.8375,0.1625,0.94898,0.69388,0.74545,0.97872,"detalle_1",2,2,"moviles111"
"resumen_metricas728","modelo_reg_log_ridge - No_kernel",0.875,0.125,0.98889,0.88172,0.68421,0.98058,"detalle_1",2,3,"moviles111"
"resumen_metricas828","modelo_reg_log_ridge - No_kernel",0.8675,0.1325,0.98261,0.71717,0.76344,0.98925,"detalle_1",2,4,"moviles111"
"resumen_metricas928","modelo_reg_log_ridge - No_kernel",0.91,0.09,0.96552,0.83158,0.80723,1,"detalle_1",2,5,"moviles111"
"resumen_metricas1028","modelo_reg_log_ridge - No_kernel",0.8425,0.1575,0.94737,0.72,0.73,0.97143,"detalle_1",3,1,"moviles111"
"resumen_metricas1129","modelo_reg_log_ridge - No_kernel",0.8375,0.1625,0.98913,0.6,0.78125,0.99065,"detalle_1",3,2,"moviles111"
"resumen_metricas1228","modelo_reg_log_ridge - No_kernel",0.8425,0.1575,1,0.73469,0.6789,0.97849,"detalle_1",3,3,"moviles111"
"resumen_metricas1328","modelo_reg_log_ridge - No_kernel",0.875,0.125,0.99048,0.74528,0.80435,0.95876,"detalle_1",3,4,"moviles111"
"resumen_metricas1428","modelo_reg_log_ridge - No_kernel",0.9025,0.0975,1,0.83516,0.7767,0.9898,"detalle_1",3,5,"moviles111"
"resumen_metricas1512","modelo_reg_log_ridge - No_kernel",0.84,0.16,0.98947,0.63333,0.80899,0.97917,"detalle_1",1,1,"moviles112"
"resumen_metricas1610","modelo_reg_log_ridge - No_kernel",0.87,0.13,0.95536,0.74713,0.78495,0.9537,"detalle_1",1,2,"moviles112"
"resumen_metricas2120","modelo_reg_log_ridge - No_kernel",0.8175,0.1825,0.98889,0.66038,0.68224,0.97938,"detalle_1",1,3,"moviles112"
"resumen_metricas3119","modelo_reg_log_ridge - No_kernel",0.8475,0.1525,1,0.71287,0.74545,0.95652,"detalle_1",1,4,"moviles112"
"resumen_metricas4118","modelo_reg_log_ridge - No_kernel",0.865,0.135,0.9717,0.81395,0.67327,0.98131,"detalle_1",1,5,"moviles112"
"resumen_metricas5118","modelo_reg_log_ridge - No_kernel",0.86,0.14,0.99048,0.70833,0.74468,0.97143,"detalle_1",2,1,"moviles112"
"resumen_metricas6118","modelo_reg_log_ridge - No_kernel",0.8575,0.1425,0.98039,0.75258,0.73469,0.95146,"detalle_1",2,2,"moviles112"
"resumen_metricas7118","modelo_reg_log_ridge - No_kernel",0.8375,0.1625,0.94681,0.77011,0.68103,0.97087,"detalle_1",2,3,"moviles112"
"resumen_metricas8118","modelo_reg_log_ridge - No_kernel",0.845,0.155,0.97872,0.70796,0.77083,0.94845,"detalle_1",2,4,"moviles112"
"resumen_metricas9118","modelo_reg_log_ridge - No_kernel",0.8625,0.1375,0.99048,0.71963,0.77083,0.97826,"detalle_1",2,5,"moviles112"
"resumen_metricas10118","modelo_reg_log_ridge - No_kernel",0.835,0.165,0.9898,0.65979,0.72807,0.98901,"detalle_1",3,1,"moviles112"
"resumen_metricas11120","modelo_reg_log_ridge - No_kernel",0.8175,0.1825,0.8972,0.72,0.69725,0.9881,"detalle_1",3,2,"moviles112"
"resumen_metricas12119","modelo_reg_log_ridge - No_kernel",0.9,0.1,0.99038,0.8764,0.78095,0.95098,"detalle_1",3,3,"moviles112"
"resumen_metricas13118","modelo_reg_log_ridge - No_kernel",0.8475,0.1525,0.98925,0.66981,0.77215,0.94262,"detalle_1",3,4,"moviles112"
"resumen_metricas14118","modelo_reg_log_ridge - No_kernel",0.8575,0.1425,1,0.71296,0.75269,0.9703,"detalle_1",3,5,"moviles112"
"resumen_metricas177","modelo_reg_log_ridge - No_kernel",0.865,0.135,0.97826,0.77451,0.75248,0.9619,"detalle_1",1,1,"moviles121"
"resumen_metricas187","modelo_reg_log_ridge - No_kernel",0.8675,0.1325,0.95789,0.74038,0.79208,0.99,"detalle_1",1,2,"moviles121"
"resumen_metricas2210","modelo_reg_log_ridge - No_kernel",0.8475,0.1525,0.98077,0.7957,0.66102,1,"detalle_1",1,3,"moviles121"
"resumen_metricas329","modelo_reg_log_ridge - No_kernel",0.845,0.155,1,0.73333,0.73684,0.91176,"detalle_1",1,4,"moviles121"
"resumen_metricas429","modelo_reg_log_ridge - No_kernel",0.85,0.15,0.96396,0.69792,0.75294,0.94444,"detalle_1",1,5,"moviles121"
"resumen_metricas529","modelo_reg_log_ridge - No_kernel",0.8825,0.1175,0.9697,0.8125,0.7757,0.97959,"detalle_1",2,1,"moviles121"
"resumen_metricas629","modelo_reg_log_ridge - No_kernel",0.8975,0.1025,1,0.75962,0.85057,0.97196,"detalle_1",2,2,"moviles121"
"resumen_metricas729","modelo_reg_log_ridge - No_kernel",0.855,0.145,0.98969,0.7451,0.71154,0.98969,"detalle_1",2,3,"moviles121"
"resumen_metricas829","modelo_reg_log_ridge - No_kernel",0.825,0.175,0.96667,0.62281,0.76531,0.9898,"detalle_1",2,4,"moviles121"
"resumen_metricas929","modelo_reg_log_ridge - No_kernel",0.8625,0.1375,0.98214,0.80952,0.66346,0.98,"detalle_1",2,5,"moviles121"
"resumen_metricas1029","modelo_reg_log_ridge - No_kernel",0.8775,0.1225,0.96,0.84706,0.71296,0.99065,"detalle_1",3,1,"moviles121"
"resumen_metricas11210","modelo_reg_log_ridge - No_kernel",0.845,0.155,0.98,0.72414,0.71429,0.97849,"detalle_1",3,2,"moviles121"
"resumen_metricas1229","modelo_reg_log_ridge - No_kernel",0.8575,0.1425,0.98958,0.71287,0.79808,0.93939,"detalle_1",3,3,"moviles121"
"resumen_metricas1329","modelo_reg_log_ridge - No_kernel",0.8375,0.1625,0.97895,0.70103,0.70909,0.97959,"detalle_1",3,4,"moviles121"
"resumen_metricas1429","modelo_reg_log_ridge - No_kernel",0.8775,0.1225,0.99083,0.70297,0.81609,0.98058,"detalle_1",3,5,"moviles121"
"resumen_metricas197","modelo_reg_log_ridge - No_kernel",0.8725,0.1275,0.97872,0.78261,0.74747,0.96522,"detalle_1",1,1,"moviles122"
"resumen_metricas1107","modelo_reg_log_ridge - No_kernel",0.8425,0.1575,0.94318,0.76577,0.72381,0.96875,"detalle_1",1,2,"moviles122"
"resumen_metricas237","modelo_reg_log_ridge - No_kernel",0.8475,0.1525,0.98246,0.67742,0.77228,0.93478,"detalle_1",1,3,"moviles122"
"resumen_metricas337","modelo_reg_log_ridge - No_kernel",0.875,0.125,1,0.74737,0.7451,1,"detalle_1",1,4,"moviles122"
"resumen_metricas437","modelo_reg_log_ridge - No_kernel",0.8325,0.1675,0.9697,0.6789,0.75269,0.93939,"detalle_1",1,5,"moviles122"
"resumen_metricas537","modelo_reg_log_ridge - No_kernel",0.8,0.2,0.98958,0.6701,0.60194,0.94231,"detalle_1",2,1,"moviles122"
"resumen_metricas637","modelo_reg_log_ridge - No_kernel",0.8675,0.1325,0.96875,0.69725,0.85714,0.96154,"detalle_1",2,2,"moviles122"
"resumen_metricas737","modelo_reg_log_ridge - No_kernel",0.8325,0.1675,0.94681,0.69048,0.69524,0.96581,"detalle_1",2,3,"moviles122"
"resumen_metricas837","modelo_reg_log_ridge - No_kernel",0.88,0.12,0.95652,0.78431,0.80392,0.98765,"detalle_1",2,4,"moviles122"
"resumen_metricas937","modelo_reg_log_ridge - No_kernel",0.875,0.125,1,0.69444,0.82828,1,"detalle_1",2,5,"moviles122"
"resumen_metricas1037","modelo_reg_log_ridge - No_kernel",0.855,0.145,0.97895,0.76364,0.73333,0.97778,"detalle_1",3,1,"moviles122"
"resumen_metricas1137","modelo_reg_log_ridge - No_kernel",0.835,0.165,0.97059,0.63462,0.77228,0.97849,"detalle_1",3,2,"moviles122"
"resumen_metricas1237","modelo_reg_log_ridge - No_kernel",0.855,0.145,0.96262,0.78313,0.70408,0.9375,"detalle_1",3,3,"moviles122"
"resumen_metricas1337","modelo_reg_log_ridge - No_kernel",0.8925,0.1075,0.98148,0.82474,0.78261,0.96117,"detalle_1",3,4,"moviles122"
"resumen_metricas1437","modelo_reg_log_ridge - No_kernel",0.8325,0.1675,0.97727,0.60377,0.79808,0.98039,"detalle_1",3,5,"moviles122"
"resumen_metricas207","modelo_reg_log_ridge - No_kernel",0.885,0.115,1,0.76471,0.78571,0.99091,"detalle_1",1,1,"moviles131"
"resumen_metricas1147","modelo_reg_log_ridge - No_kernel",0.865,0.135,0.99065,0.83146,0.66372,1,"detalle_1",1,2,"moviles131"
"resumen_metricas247","modelo_reg_log_ridge - No_kernel",0.835,0.165,1,0.68807,0.72727,0.95146,"detalle_1",1,3,"moviles131"
"resumen_metricas347","modelo_reg_log_ridge - No_kernel",0.885,0.115,0.96939,0.77982,0.83158,0.96939,"detalle_1",1,4,"moviles131"
"resumen_metricas447","modelo_reg_log_ridge - No_kernel",0.8675,0.1325,0.96552,0.72527,0.77895,0.96939,"detalle_1",1,5,"moviles131"
"resumen_metricas547","modelo_reg_log_ridge - No_kernel",0.88,0.12,0.99,0.78351,0.78947,0.94444,"detalle_1",2,1,"moviles131"
"resumen_metricas647","modelo_reg_log_ridge - No_kernel",0.8525,0.1475,0.98837,0.72897,0.75,0.98947,"detalle_1",2,2,"moviles131"
"resumen_metricas747","modelo_reg_log_ridge - No_kernel",0.8325,0.1675,0.9798,0.69608,0.68868,0.98925,"detalle_1",2,3,"moviles131"
"resumen_metricas847","modelo_reg_log_ridge - No_kernel",0.885,0.115,0.97143,0.82418,0.73786,1,"detalle_1",2,4,"moviles131"
"resumen_metricas947","modelo_reg_log_ridge - No_kernel",0.84,0.16,0.96364,0.68932,0.71429,0.96117,"detalle_1",2,5,"moviles131"
"resumen_metricas1047","modelo_reg_log_ridge - No_kernel",0.87,0.13,0.95876,0.7,0.79208,1,"detalle_1",3,1,"moviles131"
"resumen_metricas1157","modelo_reg_log_ridge - No_kernel",0.825,0.175,0.96,0.67273,0.71579,0.96842,"detalle_1",3,2,"moviles131"
"resumen_metricas1247","modelo_reg_log_ridge - No_kernel",0.865,0.135,0.99048,0.75248,0.73196,0.97938,"detalle_1",3,3,"moviles131"
"resumen_metricas1347","modelo_reg_log_ridge - No_kernel",0.86,0.14,0.98913,0.81633,0.67257,1,"detalle_1",3,4,"moviles131"
